Genre,Lyrics
Hip-Hop,"[Dru Hill] Yeah, baby, hey, yeah, yeah And you know; said, you know Said, you know; said, you know, babe, yeah So you say your ish is it And you say your ish is hot You want me to touch your spot 'Cause that's how we do it Now I watch your earrings jingle And I watch you work your middle 'Cause your handle bars ain't little Makes me wanna... (Y'all ain't ready) [Chorus x 2] If you wanna dance If you wanna move If you wanna dance Yeah, show me what to do I keep it movin', givin' it to you 'Cause this is what we do This is what we do, yeah Said, East Side, where you at? Yo, what the deally? And to my ladies over West, can you feel me? Tell me, what the deal with the South? And tell me Master P got it all figured out But if you say you with me, show you with me You're so pretty, you stay shitty Ain't no shorty over forty chillin' in the VIP with me Damn right, game tight, 'cause that's how we do it tonight [Chorus x 2] [Method Man] Yo, yo Who got the best body on the planet? I take advantage, then skate like the kissin' bandit Leave of hearts Got these shorties out after dark We're lady killers Then blow back apart, raw dealers Tical! Dru Hiller, strange love, seven thirty I'm like Herbie with a Love Bug Then skip town like a Casanova Brown Mrs. You look delicious like a two piece with a biscuit What's goin' down? In my mind I'm rippin' your clothes Playing with your feet, girl, suckin' your toes Go 'round with the Ghetto Sarano', mellow Romeo, who like his women on the same level Pay my bills that were due; all accounts settled Now I'm relaxing like Pa, now with Ma Kettle Baby laughing, earrings in both nipples Like Janet Jackson, busting out her latest fashion Or the smashin' Honey, come on over here; I fuck feet cold Throw them panties over there, you won't need those You talk like sex You walk like sex Ya smell like sex Ya yell like sex And all ya want is Mr. Meth, hell of a man That can sell an Eskimo a fan I come equipped for any spot that you want hit Or want licked; when my dick get the fuck outta here, ah, shit I start to think back on how I go hump In seven minutes to heaven at the age of eleven Couldn't tell me nuthin' then, can't tell me nuthin' now Honey child, milkin' the cow, lovin' my style This is what we do, kid - me and them Dru kids Take 'em blind, crimpin' them crazy, even toothless Lastly, if you know me, don't ask me Call me Method, Mr. Meth if ya nasty [Chorus x 2] If I move it on the left, will it be hot to death? If I move it on the right, will you make it last all night? (Woody) If I move it up and down, will you make a freaky sound? Come on If I move it in and out, will it make you scream and shout? Come on [Chorus x 2]"
Hip-Hop,"Interplanetary advisaries battling for supremicy Sounds like a good way to build up my infamy Soon as automator sent for me He headed over to receive our registration forms from the galactic embassy 'Yes may I help you?' Remember me? To escape a global panic we had to intercede 'Oh, you're here for the battleforms?' Yeah, can we get them for free? 'I'm afraid not, you'll have to pay the intrance fee.' It was worth a try When we first arrived on Mercury Gravity adjustment was a must an Step up contestant Number 12 I was 13 He started bursting Ammunition that was'nt working His rudimentary technical abilities couldn't kill me Knocked me for a loop, but I could still breathe He had the crowd going by appearance Here comes the anticipated interference from his squad and gods I bust back with an onslaught of hydrothermiclyde To burn their third eye Tho outnumbered I come wit heat And trigger a massive explosion to the beat They hit me with compressed air left my chest bare My sonic stun gun takes em out by the next snare (Blowin' my mind) We won the bout Just as the oxygen tanks were runnin out So we're back to the ship Pull a map from our blip Manipulate the cursor Recharge our essentals Set the coordanants then flow Through a trillion miles of space With style and grace Next stop Pluto to rock these new flows Atmosphere, methane Be strategic like a chess game Leave this emcee with chest pains I had to battle a shadow in his black light form He dazzled me, adding three points to his score Engulfed the microphone with darkness added three more The panel started to roar I had to find the core of his power He streached his text, causing me to blackout It took my dat out I couldn't back out It took out the sound man I'm takin' a poundin I bust out an a cappella that's astoundin Project a unibeam through his spleen Pulled out my x-ray cannon to disinigrate the phantom Its night finite cell structure ruptured His form began to bust up into clustas Shadowy masses spread to the greater darkness of outer space Now I'm placed first among artists (Blowin my mind) (Blowin my mind) Serve due More space travel, Computer 'Yes Deltron' What have you? Next destination? 'The colony of Cecilia on [Arthgolano]' This is apealin Hyperspace With mic in place We was off Breathin frost in the void Thinkin what if we are lost Ha! Entertaining ignorant thought Land ho!! Cecilia, we entered the port Fill out a few forms then we meet our chalanga Named Q-zar 'No matter who you are I'll handle ya!!' He's a real charmer I threw on my plasteel armor He wants to absorb all the talents I worked so hard for A biter hard core I busted a fiew shots and opened him like a car door He was a quadraped, four arms He hit me with four four arms full of bronze I said ""Automator play the song"" (you got it) It was the theme Made a slight alteration in my scheme Set him up with a comition beam With his double team Leaned toward his dome piece Seremed the back of his neck With a cranial disruption syphon Squeezed out his brain like juice Like a python (Blowin' my mind)"
Hip-Hop,"[Featuring Warren G] G Child- Mr. President, hey, this is the G Child Spacekateers, I'm back baby yes I'm back And Mr. President you're not chillin in the house baby You're not chillin in the house Ya know why? huh? huh? Should I tell ya? You know why? Yeah.. 'cause ya ya ya ya chillin in the shack beeyatch! (Chorus) x2 This is the shack, this is how we act Caps I peel, flex my steel Its ya muthafuckin third letter of ya alphabet put Knight at the individ its a nigga you can't get with funky styles, I be showin niggaz I be blowin niggaz straight out they socks, because The Dove Shack is comin more twisted than dredlocks now plot on the shack if you want to but if you get caught slipping we will be dippin down your block just to street sweep your spot, nigga but you can still follow along, grab ahold of my nut sack because I've got the doja oh I haven't told ya much love to my nigga Warren He's a G, hook me, now I'm gettin funky I'm chillin with my feet up on the table in the shack with my revolver, problem solver waitin for a nigga to fuck with this so I can let his ass know who he is (Chorus) x2 This is the shack, this is how we act Caps I peel, flex my steel 2 Scoops- Its the nigga 2 Scoops, the Long Beach Eastsider niggaz start to duck when I come 'cause I'm a ridah so I suggest you get the 411 on the shack we peelin caps to the front, then we peel em back approachin the wrong way, with no delay I blast your ass draw for the gat but the Scoop is much faster you can't miss me with that, step in my path I let the AK ripper cut that ass in half I dwells, I bells, in the LBC the real menace to society packin up alrighty a flow, but watch the one I used to abuse this track we in front of that ass and you still can't see the shack so pack up your gear and run and hide (and pass the coochie to the left hand side) we comin like that, it ain't no love for no rat I guess that's how we act when we chillin in the shack (Chorus) x2 This is the shack, this is how we act Caps I peel, flex my steel As you enter into the zone called the G Funk (now relax) here a lie a war with the west (Dove Shack) kicks it is a know em rip em will be torn dip it as we flip it wicked with the Warren G child see styles, meanwhile freestyles have been rendered I see the door of your mind, may I enter? I knock and I promise I won't hurt you the definition of G Funk is just something to like swerve to something to smoke herb to sunk we and we serve get with the dope herb take a tall kid beat the loccness lessons will be taught before caught in the shuffle flexin all the muscle, livin large is fuckin rustle I'm Simmons, I'm Robin, like givin I know you love this funky style out this world, make your head twirl hear the less, now play the squirrel as you earl on the track who am I Bo Roc from The Dove Shack (Chorus) x2 This is the shack, this is how we act Caps I peel, flex my steel 'cause you ain't in the house, 'cause you's in the shack fire up the sack, this is how we act"
Hip-Hop,Sound of alarm Played On dried bones By the wind Cacophony of hollow sounds All lost in empty skulls And craters only Will remain Unhealed by life Packs of hungry bloodthirsty beasts Will eat the rotting scraps Of human flesh I am alive I'm simply Still Here Living in pain Dying With no future Chance Shelters full of Survivors Places Where to survive Means to kill - Cannibalism - Grey gloomy hue Of bony faces Look at me At your future Look at your Concrete Grave.
Hip-Hop,"[Chorus #1: Lori Velez] Why you wanna disrespect my love? Why you wanna go against my heart and soul? Don't you realize the love I'm giving you? Don't you wanna love me too? [Verse One: Jise One] Do you wanna what? So now you question my love? Who took you in and your son, who treat 'em like he was blood? All day you buggin out, sayin I'm playin behind your back Being a bitch, callin the cops, drop charges to take me back What is it? 'Cause I'm stayin, I can't live without you If I can't have you, no one will, don't make me prove it to you So what I catch a mood swing here and there, that's just rough time Discipline is what a man about, woman you tryin to undermine? And mine is like a size 12 foot for you security Tell me, haven't I came through to provide well for this family? Bullshit! And I can't stand you, ma told me you'd fuck my life up and downsize any good that I've done to big yourself *Spanish* Don't you dare get in my face Can't have a peace inside this house, always invading my space But I'm the one who's catchin the case for gettin stupid and smackin you all excited when you started it in the first place Her love, his hate His words, her fate (what you do to me) No escape.. His anger, her tears His abuse, her child, his excuse What a waste.. [Verse Two: Swel Boogie as ""the child""] Hey dad why you walkin all wobbly and lookin sloppy? You never nice, always screamin and cursin at mommy from verbal to physical, fightin into a break up I notice you beefin from the second moment you wake up Oh I get it, us men have to prove that we are stronger Put our foot down, man of the house, we last longer I wanna be just like you and always keep my fist up By your age I'll be twice as mean if I practise with my sister 'cause I put vics in her eyes, that's what she gets for darin me And if what you're doing is right then why is it scarin me I guess I'll understand a little better when I get older The more abuse I see and learn the more I'll get bolder And by my first girl I'll be higher and should be wiser I always wondered why the neighbor called you a womanizer but I know now, men rule and it is what it is Don't worry, I'll make you proud and pass it down to my kids [Chorus #2: Lori Velez] Don't you think that I could be your one and only? Don't you think that you could be the one to hold me? Don't you think that I could be your one and only? Recognize what's here for you [Verse Three: Q-Unique] Something clicked, she no longer wanted to hear she was no good No more jokes about her overweight and that she just never could She had to stop livin in doubt, stop livin in fear Stop feelin inferior, wishin he would just disappear For years her words had taken away her self-esteem, killed most of her motivation and shattered all of her dreams And yo, the name calling in public or behind closed doors Everything from ""stupid bitch"" to ""you filthy whore"" He made her believe a succesful life was nothing next to slim and that she wouldn't be worth spit without him Finally realizing it was him that would never amount to shit and he would bring her down with him just to feel someone legit He felt threatend by her passion so he took action and verbally tore it down to a fraction, intimidating her reaction Gathering her belongings with pity she felt knowin he'd be livin out the rest of his days always hatin himself (Chorus #1) (Chorus #2 x2) ""Listen carefully. Get the fuck out of here or I'll kick your ass!!"""
Hip-Hop,"My four times free, big part time teacher Me and Keishas cool cause I used to fuck Tammy sister gave move to Miami Keisha wants to travel now Im taking her to Mexico here once and I aint need fuck the whole Course I told Rico that Tammy cant stand me For fucking bitch me and you are like family If round nigger shouldnt trust him For motherfucking brother Speaking to the G code fuck one of these Cause I went and told what he saying back to Rico Rico got mad as hell and start clicking Put the pistol out and told me stay off by the Told me he would kill me if Id ever fuck his bitches He aint shit chicken Rico trippin out, Rico know I aint no whose Rico know he should of killed me, Rico know I should aint gonna go Rico see decision, if you steal a fucking Rico still own me a money planned on letting know Rico mamma know my mamma, were like family, Ricos smart But if Rico knows what I know can no gun I know Rico aint no sucker, Ricos girl he can holler Rico in a minute, but if apart And Rico fucking Tammy cause he wanna pay back Keysha Keysha wanna pay back Rico, I dont give a fuck bout needle The Keisha so fucked up she been fucking with that needle Gave that bitch a couple of space, she caught Rico off the middle Rico walked me to the house, I was stand right on the couch Rico thought he seen a ghost, hes just standing by the door Rico one shot to the head, Keishas claiming that he did You know one thing he knowing, Keisha Youre a real nigger, run away, never change, gather If my realize, streets Looking Keisha Guess guess I kinda let my Guess it always he dont ever show no look I cant take my money and I found what he Maybe just a middle man, you can mash it Just the price to be too high, but I heard he works for Nino Just a fool, he met Nino in a casino On a cool man I heard he get Just a home boy Didi, he be fucking with the white Didi supposed to be his groom night Me and Didi went to school together, me and Didi tight Feeling feeling Didi white Ima playing under Didi trying to get up on the Maybe I meet up with Nino and give me a commission Just always getting robbed streets Didi told me Nino always asking questions about me Just Nino got to playing safe So in other words, Nino doing whatever Jesse say Jesse playing like its straight, Nino move back to L.A. Didi told me Jesse loves down in M.A. Nino flew us out to Kelly, hes gonna take us to the Grammies I put up on Jesse, he was front seat with Tammy Tammy look me in my eyes, Jesse looking at her strange Thinking about what Didi called me Tammy holling Jesse changed told him I was leaving soon For enough I think the Tammy bitch come out of Ninos room Ok, Nino fucking Tammy, Tammy holding Nino work And Jesse cause if he do you would be hurt A nose full of I take a trip to 305 Tammy And Didi looking for me but he fuck out with my guest Nino, Nino, Nino, Nino, Nino, Nino, Nino, Nino"
Hip-Hop,"1986 Version Suicide rate going up Homicide cases piling up Rape and killing even with innocent little children To those that can really see You know this should not be Because what America needs Is more love and peace She can be free If she goes back down to her knees Pray For the USA Pray For the USA Pray For the USA Pray For the USA They took prayer out of the schools Now we have knives and guns Building nuclear weapons Everyday by the tons Drugs have become a way of life to man Sickness and disease spread all over the land To those that can clearly see This is our hope and dream That what America needs Is more love and peace She can be free If she goes back down to her knees Pray For the USA Pray For the USA Pray For the USA Pray For the USA We can continue to be the land of the free Home of the brave If we don't remember Pray For the USA Pray For the USA Pray For the USA Pray For the USA Oh, everybody pray pray (pray) For the USA (for the USA) Pray (pray) For the USA (for the USA) Come everybody Let us join together Let us pray for our country USA Come on everybody Pray for our brothers and sisters Pray for the nation Let's say a prayer"
Hip-Hop,[VERSE 1] Lately I've been throwing hints around there(I've been trying get you to) Oooo Try to get you to talk about it(What do I gotta do to) To get you to see(See) Them other dudes (They ain't me) They want to show you the same thing you already seen I know you got another try in ya Oh Baby (CHORUS 1X) Oh baby (oh baby) Girl I know your other man must of hurt you so baby (so baby) Oh oh Oh oh Oh oh oh (girl tell me) why you got me on hold baby Can you just give me the chance I should've had before baby Give it a chance girl One mo Gin (VERSE 2) What ever happened before you had me girl that don't matter no more (oOooh) And I don't qant to lie and say I'ma take it away when I know I won't (Girl I know I can make you forget about him) I can show you how to live (Live without him) I go hard in the paint Girl it aint what you think Just believe it I can do it Ooooh Baby (CHORUS 1X) Oh baby Girl I know your other man must of hurt you so baby Oh oh Oh oh Oh oh oh why you got me on hold baby Can you just give me the chance I should've had before baby Give it a chance girl One mo Gin (BRIDGE) I know you've heard it all before so (Baby I'm gonna just get right to it) And if you let it flow I'll (Give it to you) And make you see that That I'm what you need in your life Let me show you how to do it right ooOooh (CHORUS 2X) Oh baby (oh baby) Girl I know your other man must of hurt you so baby Oh oh Oh oh Oh oh oh why you got me on hold baby Can you just give me the chance I should've had before baby Give it a chance girl One mo Gin
Hip-Hop,"[Chorus] You gotta get a better view outside, bird's eye view inside I annihilate fools w/ the ???, birds eye view catch all this Birds eye view catch all this Birds eye view catch all this Birds eye view catch all this Birds eye view catch all this [Verse One] Del, You don't need much proof When I'm in the sound proof booth, I get loose Your Excellency, better than the rest of emcees, best with the beat My capacitors collapse your faders, when I come lackadaisical That's the way to go Smash the radio Pass the gravy too well I behave a fool High level virtual humanoid, leave your whole crew destroyed When I switch to manual Cause I don't stick to manuals I'm back with panic filled, Manic skills That weave the tapestry you can't capture me On video, DVD, or camera I mangle mice in a maniacal manner Feed back, fry ya scanners They wave white banners, like dandruff Hand cuffed to tracks like a prisoner non-visionary commentary is a listener [Chorus] [Verse Two] Compelling, unpredictable, how I spit my flow Get the dough But rich or poor, I enrich my soul I can't forget my bro's, that's unforgivable Live as though you can play, that's when you get stripped to ya bare essence To finally know your fates stop wastin time and try 2 share lessons They're guessin, puzzled muzzled By society undeniably subtle Technology to make a space shuttle Technology to make the earth rumble Get a whiff, it smell like trouble But Del likes trouble and I don't need a double Meet it head on, let's hope it's dead on There's a time for dancing and mind expansion Tryin to balance, your mind is challenged To get past lies and violence Lies and silence, wiped out Like a surfboard I dun know what hurts more Knowin, not knowin, or can't controlling But I control my destiny In my heart I hold it, I can't let the world get the best of me [Chorus] [Verse Three] Devastating mic control, Levitating master flows Infrared lyrics snipe ya dome, And I write it like a poem Notorious like a Poe, a title I have the right to own Celebrate elevation, And try to make sense outta these statements I'm information inflated While emcees done plagerated Critics don't buy the records Fans do and I respect that Del, my signature style is assembled and wild he can do what he like it's two of me Both sides of the brain Watch emcees flow right down the drain My special moves will rescue you from mediocrity and popular offerings Operating at a high speed, You don't know yet just try me [Chorus]"
Hip-Hop,"I keep my rims on the rocks I keep my jims' on the rocks I keep my drink on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks I keep my briefs on the rocks I keep my platinum teef's, they on the rocks I keep my bank on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks To that silver satin, ma' , that's beautiful, daddy I put them 22 rocks on that brand new Caddy Y'kno AMG wit' chromed kit pipes Lord, Lord, Lord, that's a beautiful site Aiy it's a milli milli, nigga, milli milli milli, nigga Million blocks, million in rocks, nigga, million cars The R-R-Rock Boy, rock your ice and rock your toy It's the Birdman, daddy, no time na' pause If y'kno it's gon' rain, let it rock ya fall Don't none, come from top but Birds and ball I'm grateful for the man that gave it all But I rock my world and I thank the man 'Cuz I came in this bitch wit' my dick in my hand Got that Caddy on broaders, block milla-walla Nine millimeter make the baddest nigga ball up I keep my rims on the rocks I keep my jims' on the rocks I keep my drink on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks I keep my briefs on the rocks I keep my platinum teef's, they on the rocks I keep my bank on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks My grill ma' straightened 'em all Gucci, Gabbana, fuck the cost Fendi, Prada, I burn it all They been down, we gotta ball You back it up, I'm loving that I'm smacking up ya shorty back Gambs' is up, better stack I bought the truck, I covered that Ghetto rich still lock them thangs Money still in mansions, man CMB, 10 a ki' , wodie ain't nothing changed But I still got my ghetto stripes Red, blue and yellow ice That's all I rock, fuck the cops They want me in the jail fa' life Aiy, I'm stuntin' tonight It's going down tonight I'm popping some Crist' I'm looking fa some hoes to put on my list Fits Tailored in the Vette with that platinum ass That Gucci rag with the Bird in the bag It's the Prada man, you prolly see me in brand new Jag Gucci tailored, ma' don't tell me that I keep my rims on the rocks I keep my jims' on the rocks I keep my drink on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks I keep my briefs on the rocks I keep my platinum teef's, they on the rocks I keep my bank on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks Nigga, I went from big Bok shoes in Rolls to 23 inches This Cadillac so y'kno I'm pimpin' Fo' insuran' I don't play that, I'm filled wit' begets Riding through Eastover look that is where I stay at I drive a Bentley and park a Bentley Buyin' rims by the feet 'cuz they short on inches Look, I'm on the block nigga, off the top, nigga Go and cop nickels something on the rocks, nigga Look, I spend my cash, Hood Rich, nigga don't ask Croc-a-dile interior, the platinum glass 22 inch buttons on that G-Wag Got the mink on the floor, swine seats lil' daddy I'm the boss of the ghetto in the '98 Caddy It's big pimpin', baby, I'm Weezy Wee Daddy Got the green pinky ring, the rock 30 carats I keep it all hood, nigga, check my status I keep my rims on the rocks I keep my jims' on the rocks I keep my drink on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks I keep my briefs on the rocks I keep my platinum teef's, they on the rocks I keep my bank on the rocks That's how I'm living 'My life', 'My life', 'My life' On the rocks"
Hip-Hop,[Krayzie] This track is tight you should be clapping your hands [ clapping your hands] 4x [chorus] As we ride by the end of the night You will envision how thugstas play Can you handle the vibe [Krayzie] Pedal to the medal we see blue light [Bizzy] They wanted to get RIP fuckin wit my sawed-off Polish it all down till it replenish Soon As I'm finished my pistol get jealous especially 357 me punish you Buck at me bangin wit your magnum for You crept and you came and shit changed M-11's grenades and them AK-47's bang Nigga what you sayin you came and you went Now bet on the real it's all the way to the bank and you think Fin to get that gangster getting a demon you can conjure up and see If we get angels pinnin my ankles bloody murder fuck wit Jesus He done creeping deep puttin those to sleep till I raise up on my enemies Let's get pumped for the peeps in Egypt and 400 years of oppression Spread the message I ain't finished diminished you so called critics And fuck them billboard and the billboard status me kick it You fucked up for a while up outta the town but that was a trial Man and I don't know how style through with them crowds and now I got to kick it breakin new ground wantin my people to gather around Remember the sound of the rounds came from my town That only a bitch would bite that we can't allow And they won't claim my style ready to beat you down Hittin them tombstones (sellin volumes) getting in costumes now I'm rolling with Makaveli pinnin my pistol steady ready Buck them flames aim for the pressure point And a point where I break your hand in nigga yeah [Krayzie] I beg your pardon my nigga but how do you know me I roll in your city and people be pinnin me yo but some nigga just told me He put in your record and you was disrepectin off the T-O-P Should've put him in his coffin now go seek 'em and found pow pow Put him in the river now nigga who wild wild What incredible style that's what you was thinkin when you tried to get it down We see that you fuck with a daily crowd so nigga just turn your ass out Whenever you ready to rumble my nigga just meet us outside of the club Ready to slang slugs nigga done got to drunk and forgot that we claim MO' Nigga this shit is ridiculous just dismiss the thought that you could get rid of us Buck you to hell it was nigga you down with us Nigga you scared when a St. Clair nigga bust Aw Fuck left his guts in my trunk nigga tried a 211 fucked around got 187 Niggas wit heat who could it be nobody but them T-H-you-G's with artillery We come in peace nigga please freeze Put 'em on they knees nigga don't even breathe and these Are the warriors killas destroyin ya you're gonna die [chorus] [Layzie] The hatin season ceasing agree nigga let this be the reason Niggas from Cleveland fin to get even steven stoppin you bitches from breathing Time is up you know you can't cop that thugs who rap fin to put down payments Criminal mind state of lyricist want to test us nigga hear this My niggas are down with the murder mo Real thuggas and killas that claim I'm ready to win it my nigga now bet it be ripped to the finish everyday be the same But artillery shop stackin Bone got heat for Armageddon Ready for the war all day want action Playa hation steadily spray 'em Hit 'em with the buck buck bang my nigga this shit don't stop The government all on my dick want to see little Lay Bone drop You see the policeman they give me no break Fin to rest in peace when they try to send me up state no thanks I got mo money up outta the bank these niggas are stackin our rocks Refuse the peace and nevertheless then you can roll with the bone so come on [Wish] When all goes down when all goes down you can count on me Cause I got Mo thugs Bone thugs N Harmony and that's my calvary If you ride with Bone you ain't alone nigga trust us Follow me down these wicked streets I grew up on want to sound like us Ain't nothing to do we come for you kiss mommy bye-bye you gone die And I got heat for every heat you bring you shoot we shoot Better watch out watch out for them thugsta thugsta niggas sneakin up on you I told you it's comin Armageddon [It's comin Armageddon] New world order [new world order] If we get our shit together Bitches ain't nothin we none Make this shit on the streets for you to know to know we gettin our shit together Better get your shit together cause when you go you go you go [chorus]
Hip-Hop,"Ghetto style Dee-Jays Don't touch that stereo Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass What's up, party people, we're back again Bringin' you the message from some of our friends They're the funkiest crew from the heart of the city When the amps are on, they'll take no pity 'Cause Ghetto has the style that has the girls jockin' When you talk about the system, all you say is, ""Rockin'"" Others hear the name, they scream out loud 'Cause they are known to move the crowd When you hear the sound, they'll stop and wonder Then gaze upon the speaker, the wall of thunder Standin' on the ground, 3 stories high The deepest bass and the real fresh high So step off your throne, they're on the loose The DJ's from Miami with all the juice So consider yourself warned, they're back on the case It's Luke Skywalker and the Ghetto Style Bass Ghetto, get up Ghetto, get up Ghetto, get up Ghetto, get up Ghetto, get up Ghetto, get up Ghetto, get up Ghetto, get up To some, 'Ghetto' is a name, to others a tradition In the city of boom, there can never be an addition Of any of the DJ's to rock the land Like the ones from the city and the boys from Pac-Jam Handsome Harry, you know the brother was strong He ain't dared any man to get him wrong L.A. Jay, this young brother doesn't play He'll strong-arm any sucker who gets in his way Baby Ced, Liberty City born and bred Always known for the knowledge and sense of the head Disco Gene, he's reunited with the team He was gone for a while but back in the swing of things Amazing Chico, a king to his trade Known as Bernie B. on 9-1-7 Bass And G.I. Joe, who has the girls by the row He always gets cased 'cause his game is gettin' slow And last but not least, marvelous J.P. And we can't forget Cisco, we're glad you are free So one day to your kids you will tell the story Of how the Ghetto Style DJ's achieved their glory Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass Ghetto bass, Ghetto bass Look out everybody Look out everybody 'Cause they're in the place It's Luke Skywalker and the Ghetto Bass Ghetto bass, Ghetto bass Ghetto bass"
Hip-Hop,"(Bridge) Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper (Hook) Pac would be ashamed of you niggas BIG would shed a tear for you niggas Pun would wanna murder you all Nah, this ain't hip-hop dawg Nah (Bridge) Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper (Verse) I'm in hell's kitchen with the Lord's mitten Runnin tail bishop, I'm the Mel Gibson Brave hearted nigga, keepin rap livin Young legend, Merry Christmas and the flow gifted Uh, and I mean what I say Not a game nor a gimmick when you mention my name Niggas pill poppin and dancing too much in the game Talkin bout yo fortune and fame, yall soundin the same We need a change, what happened to that real in the booth? Let's take it back Queens Bridge back when Nas was the truth I'm talkin Everyday Struggle to Big Poppa and Juice And to consumers who still assuming this message for you (Bridge) Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper (Hook) Pac would be ashamed of you niggas BIG would shed a tear for you niggas Pun would wanna murder you all Nah, this ain't hip-hop dawg (Verse) Death around the corner, nobody's gonna miss you Boy I tried to tell em, they ain't wanna listen King of the south, who got a problem wit it? I rebuild a building, make you come and visit Let's have a moment of silence Compare me to a prison of violence I'm a murderer, fuckin murderer I never heard of ya Kickin down the door, took my chances like a burglar Word to my mama bout this drama, boy you oughta know There's a bigger difference 'tween real rap and metaphor Don't get it twisted, I body them niggas You know I'm the realest, you cannot prevent it nigga Still (Bridge) Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper (Hook) Pac would be ashamed of you niggas BIG would shed a tear for you niggas Pun would wanna murder you all Nah, this ain't hip-hop dawg (Verse) I got what they missin, nigga come and get it How dare you think these niggas really competition Call the mortuary, make a reservation Bar for bar i ruin niggas' reputations Uh, yea my flow is the illest And i never had no feelings, i should visit the dentist Niggas talkin out of term until reality visit Til somebody bring the comma, that's for who made attendance You niggas finished Never can fuck with my coalition You with me or you runnin, lil nigga that's yo decision Screamin fuck em (fuck em) To you and yo opposition And here's what I think of they listin them names mentioning PSA bitches (Bridge) Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper Fuck yo favorite rapper (Hook) Pac would be ashamed of you niggas BIG would shed a tear for you niggas Pun would wanna murder you all Nah, this ain't hip-hop dawg"
Hip-Hop,"Verse One: Seven in the morning, standing in the line three fools in front of me, drinking on some wine two in the back of me sucking on a joint and one in back of them ready for a new sport there's 4-5 suckers way way in the back stooped down low with the crowd smokin' crack they looking at me funny coz I got a record out and a nigga with a record out is supposed to have some proud a forth of the people in the line be hookers but the other forth betta ask help themself a forth of the people having good faith and all of the rest all fucked up in the head a bald headed stank bitch is about to make me laugh and a nigga who need a bath is asking for my autograph ain't nothing changed but the time I got to get mine, so I'm standing in the county line Chorus: This ain't funny so don't you dare laugh coz it's all about money, ain't a damn thing funny This ain't funny so don't you dare laugh you got to have the conned, and let'n them looking funny Verse Two: I walked through the front door to fill out my ap Here comes another sap asking if I rap I don't say a word coz he know that I do I'm down with the MAAD ass you know Hoo! I take a numer and a seat I'm sweating from the heat Somebody got their shoes off I smell their feet My number is 80, it's still on 20 I look up at the clock and now IS 10:30 Free butter and cheese oh please, oh please Can I get my food stamps so I can leave I got money and a car but they don't really know it now they asking me a gang of questions coz I told them I was homeless I'm living in a car drive back in the alley but I use to shack up with a hooker named Sally line after line ruff is the time My life is in a bomb so I'm standing in the county line Chorus Verse Three: I'm sittin' at a desk talking to a social worker She thinks I'm a fool but I know that I can work her -Punk ass ho' sittin' behind the window all toe up ass tramp rollin' that week sheets of mine ""You have a penetentry record"" -I said I know that BIATCH! She wants to know what kind a work do I do I said I haven't worked since 1982 I can't find a job though I looked and I looked took one hit of the crack and mistook she sittin there wonderin' what did coz I did and the whole time I'ma watchin like I'm smokin me a joint job search work the projects whackness and in a few weeks I'd get my check now I got to wait for them to call me trough the window so I can get some cash to pay for the hotel and the bathshow it's 5:13 by the clock on the wall mothafuckez move so I can make a phonecall shit is getting late and the time is 29 that why so many niggas standing in the county line Chorus 2X to fade"
